Provincia,Partido,Localidad,Población,Adsl,Cablemódem,Dial Up,Fibra Óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
Santiago Del Estero,Jiménez,San Pedro,264,0,0,0,0,0,0,0,0,0,86091080,-26,-64
Santiago Del Estero,Juan F. Ibarra,El Colorado,735,0,0,0,0,1,0,0,0,1,86098010,-27,-62
Santiago Del Estero,Juan F. Ibarra,El Cuadrado,143,0,0,0,0,1,1,1,0,0,86098020,-28,-61
Santiago Del Estero,Juan F. Ibarra,Matará,1172,0,0,0,1,1,1,1,0,1,86098030,-28,-63
Santiago Del Estero,Juan F. Ibarra,Suncho Corral,7201,1,0,0,0,1,1,1,1,1,86098040,-27,-63
Santiago Del Estero,Juan F. Ibarra,Vilelas,1723,0,0,0,0,1,1,0,0,1,86098050,-27,-62
Santiago Del Estero,Juan F. Ibarra,Yuchán,536,0,0,0,0,0,0,0,0,1,86098060,-27,-62
Tucuman,Tafí Viejo,Diagonal Norte - Luz Y Fuerza - Los Pocitos - Villa Nueva Italia (6),11494,0,0,0,1,0,0,1,0,1,90105060,-26,-65
Tucuman,Tafí Viejo,El Cadillal,865,0,0,0,0,0,0,1,1,1,90105070,-26,-65
Tucuman,Tafí Viejo,Tafí Viejo,39601,1,1,0,1,0,1,1,1,1,90105080,-26,-65
Tucuman,Tafí Viejo,Villa Las Flores,599,0,0,0,0,0,0,0,1,1,90105090,-26,-65
Tucuman,Tafí Viejo,Villa Mariano Moreno - El Colmenar,52960,0,0,0,1,0,0,1,1,1,90105100,-26,-65
Tucuman,Trancas,Choromoro,471,0,0,0,0,0,0,0,1,1,90112010,-26,-65
Tucuman,Trancas,San Pedro De Colalao,3065,0,0,0,0,0,1,1,1,1,90112020,-26,-65
Tucuman,Trancas,Villa De Trancas,4429,1,0,0,0,0,1,1,1,1,90112030,-26,-65
Tucuman,Yerba Buena,Barrio San José Iii,1703,0,0,0,0,0,0,0,0,1,90119010,-26,-65
Tucuman,Yerba Buena,Cevil Redondo,0,0,0,0,0,0,0,0,1,1,90119030,-26,-65
Tucuman,Yerba Buena,Country Jockey Club,0,0,0,0,0,0,0,0,0,0,90119010,-26,-65
Tucuman,Yerba Buena,Ex Ingenio San Jose,0,0,0,0,0,0,0,0,1,1,90119030,-26,-65
Tucuman,Yerba Buena,Villa Carmela,14728,1,0,0,0,0,1,1,1,1,90119020,-26,-65
Tucuman,Yerba Buena ,Villa San Javier,0,0,0,0,0,0,0,0,1,1,90119010,-26,-65
Buenos Aires,Colón,Colón,23206,1,1,0,1,0,1,1,1,1,6175010,-33,-61
Buenos Aires,Colón,El Arbolito,0,0,0,0,0,0,0,1,0,0,6175010,-33,-60
Buenos Aires,Colón,Pearson,257,0,0,0,0,0,0,1,0,0,6175030,-33,-60
Buenos Aires,Colón,Sarasa,71,0,0,0,0,0,1,0,0,0,6175040,-34,-61
Buenos Aires,Colón,Villa Manuel Pomar,199,0,0,0,0,0,0,0,0,0,6175020,-33,-60
Buenos Aires,Coronel De Marina L. Rosales,Bajo Hondo,164,0,0,0,1,0,1,1,1,1,6182010,-38,-61
Buenos Aires,Coronel De Marina L. Rosales,Balneario Pehuen Co,681,0,0,0,0,1,0,1,1,1,6182020,-38,-61
Buenos Aires,Coronel De Marina L. Rosales,Pago Chico,327,0,0,0,0,0,1,0,1,1,6182025,-38,-62
Buenos Aires,Coronel De Marina L. Rosales,Punta Alta (Est Almirante Solier),58315,1,1,1,1,1,0,1,1,1,6182030,-38,-62
Buenos Aires,Coronel De Marina L. Rosales,Villa Del Mar,0,0,0,0,1,0,0,0,1,1,6182030,-38,-62
Buenos Aires,Coronel De Marina L. Rosales,Villa General Arias (Est. Kilómetro 638),1845,0,0,0,1,0,0,1,0,1,6182050,-38,-62
Buenos Aires,Coronel Dorrego,Aparicio,80,0,0,0,0,0,0,1,1,1,6189010,-38,-60
Buenos Aires,Coronel Dorrego,Balneario Marisol,158,0,0,0,1,0,0,1,0,0,6189020,-38,-60
Chubut,Escalante,Barrio Caleta Olivares,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Buenos Aires,Lobería,Lobería,13005,1,0,1,1,1,1,1,1,1,6476030,-38,-58
Buenos Aires,Lobería,Pieres,36,0,0,0,0,0,1,1,0,1,6476040,-38,-58
Buenos Aires,Lobería,San Manuel,1126,0,0,0,1,0,1,1,1,1,6476050,-37,-58
Buenos Aires,Lobería,Tamangueyú,438,0,0,0,0,0,1,0,0,0,6476060,-38,-58
Buenos Aires,Lobos,Antonio Carboni,295,1,0,1,1,0,1,1,0,0,6483010,-35,-59
Buenos Aires,Lobos,Elvira,133,0,0,0,1,0,1,1,0,0,6483020,-35,-59
Buenos Aires,Lobos,Laguna De Lobos,509,0,0,0,0,0,0,0,1,1,6483030,-35,-59
Buenos Aires,Lobos,Lobos,29868,1,1,1,1,0,1,1,1,1,6483040,-35,-59
Buenos Aires,Lobos,Salvador María,830,1,0,0,1,0,1,1,0,1,6483050,-35,-59
Buenos Aires,Lomas De Zamora,Banfield,233339,1,1,1,1,1,0,1,1,1,6490010,-34,-58
Buenos Aires,Tigre,Dique Luján,3351,1,1,0,1,0,1,1,1,1,6805010,-34,-58
Buenos Aires,Tigre,Don Torcuato Este,38359,1,1,1,1,0,1,1,1,1,6805010,-34,-58
Buenos Aires,Tigre,Don Torcuato Oeste,42873,0,0,0,0,0,1,0,1,1,6805010,-34,-58
Buenos Aires,Tigre,El Talar,54374,1,1,0,1,1,1,1,1,1,6805010,-34,-58
Buenos Aires,Tigre,General Pacheco,54208,1,1,0,1,1,1,1,1,1,6805010,-34,-58
Buenos Aires,Tigre,Los Troncos Del Talar,37016,1,1,0,1,1,0,1,1,1,6805010,-34,-58
Buenos Aires,Tigre,Nordelta,0,1,1,0,1,0,0,1,1,1,6805010,-34,-58
Cordoba,Ischilín,Villa Quilino,1003,0,0,0,1,0,0,0,1,1,14049130,-30,-64
Cordoba,Juárez Celman,Alejandro Roca (Est. Alejandro),5298,1,0,0,0,0,1,1,1,1,14056010,-33,-63
Cordoba,Juárez Celman,Assunta,73,0,0,0,0,0,0,0,0,0,14056020,-33,-63
Cordoba,Juárez Celman,Bengolea,915,0,0,0,1,0,0,1,1,1,14056030,-33,-63
Cordoba,Juárez Celman,Carnerillo,1867,1,0,0,1,1,1,1,1,1,14056040,-32,-64
Cordoba,Juárez Celman,Charras,1088,0,0,0,1,0,1,1,1,1,14056050,-33,-64
Cordoba,Juárez Celman,El Rastreador,85,0,0,0,0,0,0,1,0,0,14056060,-33,-63
Cordoba,Juárez Celman,General Cabrera,11734,1,0,0,0,0,0,1,1,1,14056070,-32,-63
Cordoba,Juárez Celman,General Deheza,11061,1,1,0,1,0,0,1,1,1,14056080,-32,-63
Cordoba,Juárez Celman,Huanchillas,1131,0,0,0,1,0,0,1,0,1,14056090,-33,-63
Cordoba,Juárez Celman,La Carlota,12537,1,0,0,0,0,0,1,1,1,14056100,-33,-63
San Juan,Jáchal,El Fiscal,0,0,0,0,0,0,0,0,0,0,70056040,-30,-68
San Juan,Jáchal,El Médano,96,0,0,0,0,0,1,0,0,0,70056010,-30,-68
Chubut,Escalante,Barrio Castelli,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Ciudadela,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Barrio Gasoducto,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Guemes,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Barrio Laprida,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Barrio Manantial Rosales,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Barrio Militar - Aeropuerto Militar,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Prospero Palazzo,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Restinga Ali,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Rodriguez Peña,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Barrio Saavedra,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Barrio Sarmiento,0,0,0,0,0,0,0,0,1,0,26021020,-45,-67
Chubut,Escalante,Barrio Villa S.U.P.E.,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Comodoro Rivadavia,175196,1,1,1,1,1,1,1,1,1,26021030,-45,-67
Chubut,Escalante,Diadema Argentina,1317,0,0,0,0,0,1,0,1,1,26021040,-45,-67
Chubut,Escalante,Km. 11 - Cuarteles,0,0,0,0,0,1,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Km. 3 - General Mosconi,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Chubut,Escalante,Km. 5 - Presidente Ortiz,0,0,0,0,0,0,0,0,0,0,26021020,-45,-67
Chubut,Escalante,Km. 8 - Don Bosco,0,0,0,0,0,0,0,0,1,1,26021020,-45,-67
Corrientes,Paso De Los Libres,Parada Pucheta,328,0,0,0,0,0,1,0,0,1,18119020,-29,-57
Corrientes,Paso De Los Libres,Paso De Los Libres,43251,1,0,0,1,1,1,1,1,1,18119030,-29,-57
Corrientes,Paso De Los Libres,Tapebicuá,516,0,0,0,0,0,0,0,0,1,18119040,-29,-56
Corrientes,Saladas,Saladas,12864,1,0,0,0,1,0,1,1,1,18126010,-28,-58
Corrientes,Saladas,San Lorenzo,2569,0,0,0,1,1,1,1,1,1,18126020,-28,-58
Corrientes,San Cosme,Ingenio Primer Correntino,296,0,0,0,0,0,0,0,0,0,18133010,-27,-58
Corrientes,San Cosme,Paso De La Patria,5598,0,0,0,0,1,1,1,1,1,18133020,-27,-58
Corrientes,San Cosme,San Cosme,2563,1,0,0,0,1,1,1,1,1,18133030,-27,-58
Corrientes,San Cosme,Santa Ana,1906,0,0,0,0,0,1,1,1,1,18133040,-27,-58
Corrientes,San Luis Del Palmar,San Luis Del Palmar,12287,0,0,0,0,1,0,1,1,1,18140010,-27,-58
Corrientes,San Martín,Colonia Carlos Pellegrini,890,0,0,0,0,0,0,1,0,1,18147010,-28,-57
Corrientes,San Martín,Guaviraví,699,0,0,0,0,0,0,0,0,1,18147020,-29,-56
Corrientes,San Martín,La Cruz,7133,1,0,0,0,1,0,1,1,1,18147030,-29,-56
Entre Rios,Diamante,Aldea Brasilera,895,0,0,0,0,0,1,1,1,1,30021010,-31,-60
Entre Rios,Diamante,Aldea Grapschental,25,0,0,0,0,0,0,0,0,0,30021015,-31,-60
Entre Rios,Diamante,Aldea Protestante,519,1,0,0,1,0,1,1,0,1,30021020,-32,-60
Entre Rios,Diamante,Aldea Salto,102,0,0,0,0,0,0,1,0,0,30021030,-31,-60
Entre Rios,Diamante,Aldea San Francisco,42,0,0,0,0,0,0,0,0,0,30021040,-31,-60
Entre Rios,Diamante,Aldea Spatzenkutter,355,0,0,0,0,0,1,1,0,0,30021050,-31,-60
Entre Rios,Diamante,Aldea Valle María,2149,0,0,0,1,0,1,1,0,1,30021060,-31,-60
Entre Rios,Diamante,Colonia Ensayo,255,0,0,0,0,0,1,1,0,0,30021070,-31,-60
Entre Rios,Diamante,Costa Grande,0,0,0,0,0,0,0,0,0,0,30021127,-32,-60
Entre Rios,Diamante,Diamante,19142,1,1,0,0,0,1,1,1,1,30021080,-32,-60
Entre Rios,Diamante,Estación Camps,171,0,0,0,0,0,1,1,0,0,30021090,-32,-60
Entre Rios,Diamante,Estacion Puiggari,0,0,0,0,0,0,0,0,0,0,30021140,-32,-60
Entre Rios,Diamante,General Alvear,438,0,0,0,0,0,1,1,0,1,30021100,-31,-60
Entre Rios,Diamante,General Racedo,514,0,0,0,0,0,1,1,0,1,30021110,-31,-60
Entre Rios,Diamante,General Ramírez,8868,1,1,0,0,0,1,1,1,1,30021120,-32,-60
Entre Rios,Diamante,La Juanita,22,0,0,0,0,0,0,0,0,0,30021123,-31,-60
Entre Rios,Diamante,Las Jaulas,44,0,0,0,0,0,0,0,0,0,30021127,-31,-60
Entre Rios,Diamante,Paraje La Virgen,59,0,0,0,0,0,0,0,0,0,30021130,-31,-60
Entre Rios,Diamante,Puerto Las Cuevas,585,0,0,0,0,0,0,0,0,0,30021140,-32,-60
La Pampa,Quemú Quemú,Colonia Barón,2804,0,0,1,1,1,1,1,1,1,42119010,-36,-63
La Pampa,Quemú Quemú,Colonia San José,32,0,0,0,0,0,0,0,0,0,42119020,-36,-63
La Pampa,Quemú Quemú,Miguel Cané,803,0,0,0,1,1,0,1,1,1,42119030,-36,-63
La Pampa,Quemú Quemú,Quemú Quemú,3714,0,0,1,1,1,1,1,1,1,42119040,-36,-63
La Pampa,Quemú Quemú,Relmo,120,0,0,0,0,0,0,0,1,0,42119050,-36,-63
La Pampa,Quemú Quemú,Villa Mirasol,546,0,0,0,0,0,1,1,0,0,42119060,-36,-63
La Pampa,Rancul,Caleufú,2014,0,1,0,1,1,0,1,0,1,42126010,-35,-64
La Pampa,Rancul,Ingeniero Foster,52,0,0,0,0,0,0,0,0,0,42126020,-35,-65
La Pampa,Rancul,La Maruja,1168,0,1,0,0,1,0,1,0,0,42126030,-35,-64
La Pampa,Rancul,Parera,2030,0,0,0,1,1,1,1,1,1,42126040,-35,-64
La Pampa,Rancul,Pichi Huinca,228,0,0,0,1,0,0,1,0,0,42126050,-35,-64
La Pampa,Rancul,Quetrequén,392,0,0,0,1,1,1,1,0,0,42126060,-35,-64
La Pampa,Rancul,Rancul,3322,0,0,0,1,1,1,1,0,1,42126070,-35,-64
La Rioja,Coronel Felipe Varela,Pagancillo,861,0,0,0,1,0,1,0,0,1,46028040,-29,-68
La Rioja,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,0,0,0,46028010,-29,-68
La Rioja,Coronel Felipe Varela,Villa Unión,4931,0,1,0,1,1,1,1,0,1,46028050,-29,-68
La Rioja,Famatina,Alto Carrizal,200,0,0,0,0,0,0,0,0,0,46049010,-28,-67
La Rioja,Famatina,Angulos,127,0,0,0,0,0,1,1,0,0,46049020,-28,-67
La Rioja,Famatina,Antinaco,102,0,0,0,0,0,0,0,0,0,46049030,-28,-67
La Rioja,Famatina,Bajo Carrizal,150,0,0,0,0,0,0,0,0,0,46049040,-28,-67
La Rioja,Famatina,Campanas,892,0,0,0,1,0,1,1,0,1,46049050,-28,-67
La Rioja,Famatina,Chañarmuyo,268,0,0,0,0,0,1,0,0,0,46049060,-28,-67
La Rioja,Famatina,Famatina,2466,1,1,0,1,0,1,1,1,1,46049070,-28,-67
La Rioja,Famatina,La Cuadra,122,0,0,0,0,0,1,0,0,0,46049080,-28,-67
La Rioja,Famatina,Pituil,849,0,0,0,0,0,1,1,0,1,46049090,-28,-67
La Rioja,Famatina,Plaza Vieja,250,0,0,0,0,0,0,0,0,0,46049100,-28,-67
La Rioja,Famatina,Santa Cruz,221,0,0,0,0,0,1,0,0,0,46049110,-28,-67
La Rioja,Famatina,Santo Domingo,93,0,0,0,0,0,0,0,0,0,46049120,-28,-67
La Rioja,General Angel V. Peñaloza,Punta De Los Llanos,532,0,0,0,1,0,1,1,0,1,46056010,-30,-66
La Rioja,General Angel V. Peñaloza,Tama,1164,1,0,0,1,0,1,1,0,1,46056020,-30,-66
La Rioja,General Belgrano,Castro Barros,116,0,0,0,0,0,1,0,0,0,46063010,-30,-65
La Rioja,General Belgrano,Chañar,903,1,0,0,1,0,1,1,1,0,46063020,-30,-65
Neuquen,Collón Curá,Piedra Del Águila,3669,0,0,1,0,1,0,1,1,1,58028010,-40,-70
Neuquen,Collón Curá,Santo Tomás,219,0,0,0,0,1,0,1,0,0,58028020,-39,-70
Neuquen,Confluencia,11 De Octubre,236,1,0,0,1,0,0,1,1,1,58035080,-38,-68
Neuquen,Confluencia,Arroyito,90,0,0,0,0,0,1,0,1,1,58035010,-39,-68
Neuquen,Confluencia,Barrio Ruca Luhé,110,0,0,0,1,0,0,1,0,0,58035020,-38,-68
Neuquen,Confluencia,Centenario,32928,1,1,0,1,1,1,1,1,1,58035030,-38,-68
Neuquen,Confluencia,Cutral Có,35465,1,0,1,1,1,1,0,1,1,58035040,-38,-69
Neuquen,Confluencia,El Chocón,426,0,0,0,0,1,1,0,0,0,58035050,-39,-68
Neuquen,Confluencia,Mari Menuco,82,0,0,0,0,0,1,0,1,1,58035060,-38,-68
Neuquen,Huiliches,Junín De Los Andes,12621,1,1,1,1,1,1,1,1,1,58049010,-39,-71
Neuquen,Ñorquín,Caviahué,607,0,0,1,0,1,1,1,0,1,58084010,-37,-71
Neuquen,Ñorquín,Copahue,1,0,0,0,0,0,1,1,0,0,58084020,-37,-71
Neuquen,Ñorquín,El Cholar,734,0,0,0,0,1,1,1,0,0,58084030,-37,-70
Neuquen,Ñorquín,El Huecú,1391,0,0,0,0,1,1,1,0,1,58084040,-37,-70
Neuquen,Ñorquín,Taquimilán,558,0,0,0,0,0,1,1,0,0,58084050,-37,-70
Neuquen,Pehuenches,Barrancas,938,0,0,0,0,1,1,1,0,0,58091010,-36,-69
Neuquen,Pehuenches,Buta Ranquil,2443,0,0,0,0,1,0,1,0,1,58091020,-37,-69
Neuquen,Pehuenches,Octavio Pico,113,0,0,0,0,0,0,0,0,0,58091030,-37,-68
Neuquen,Pehuenches,Rincón De Los Sauces,18691,1,1,1,1,1,1,1,1,1,58091040,-37,-68
Neuquen,Picún Leufú,El Sauce,71,0,0,0,0,0,0,0,0,0,58098005,-39,-69
Neuquen,Picún Leufú,Paso Aguerre,207,0,0,0,0,0,0,1,0,0,58098010,-39,-69
Neuquen,Picún Leufú,Picún Leufú,3144,0,0,0,0,1,1,1,0,1,58098020,-39,-69
Neuquen,Picunches,Bajada Del Agrio,792,0,0,0,0,0,0,1,0,1,58105010,-38,-70
Neuquen,Picunches,La Buitrera,432,0,0,0,0,1,0,0,0,0,58105020,-38,-70
Neuquen,Picunches,Las Lajas,4464,0,0,1,0,1,0,1,0,1,58105030,-38,-70
Neuquen,Picunches,Quili Malal,23,0,0,0,0,0,0,0,0,0,58105040,-38,-69
Neuquen,Zapala,Covunco Centro,0,0,0,0,0,0,0,0,0,1,58112030,-38,-70
Rio Negro,Bariloche,San Carlos De Bariloche,109305,1,1,1,1,1,1,1,1,1,62021060,-41,-71
Rio Negro,Bariloche,Villa Campanario,0,0,0,0,0,0,0,0,1,1,62021030,-41,-71
Rio Negro,Bariloche,Villa Catedral,88,1,0,0,0,0,0,1,1,1,62021080,-41,-71
Rio Negro,Bariloche,Villa Llao Llao,0,1,0,0,0,0,0,1,1,1,62021030,-41,-71
Rio Negro,Bariloche,Villa Los Coihues,1919,0,0,0,0,1,0,0,1,1,62021100,-41,-71
Rio Negro,Bariloche,Villa Mascardi,59,0,0,0,1,0,0,0,1,1,62021110,-41,-71
Rio Negro,Conesa,Barrio Colonia Conesa,129,0,0,0,0,0,0,0,0,0,62028010,-40,-64
Rio Negro,Conesa,Barrio Planta Compresora De Gas,20,0,0,0,0,0,0,0,0,0,62028030,-40,-64
Rio Negro,Conesa,General Conesa,5484,1,0,0,1,1,0,1,1,1,62028020,-40,-64
Rio Negro,El Cuy,Aguada Guzmán,110,0,0,0,0,1,0,0,0,0,62035010,-39,-68
Rio Negro,El Cuy,Cerro Policía,252,0,0,0,1,0,0,1,1,1,62035020,-39,-68
Rio Negro,El Cuy,El Cuy,498,1,0,1,0,1,0,1,0,0,62035030,-39,-68
Rio Negro,El Cuy,Las Perlas,2182,0,0,0,1,1,1,0,0,1,62035040,-38,-68
Rio Negro,El Cuy,Mencué,311,0,0,0,0,1,0,1,0,0,62035050,-40,-69
San Juan,Santa Lucía,Colonia Gutierrez,0,0,0,0,0,0,0,0,1,1,70098010,-31,-68
San Juan,Santa Lucía,Santa Lucía,48087,1,0,1,1,0,1,1,1,1,70098010,-31,-68
San Juan,Sarmiento,Cañada Honda,309,0,0,0,1,1,1,1,0,1,70105010,-31,-68
San Juan,Sarmiento,Cienaguita,438,0,0,0,1,0,1,0,0,0,70105020,-32,-68
San Juan,Sarmiento,Colonia Fiscal,607,0,0,0,0,0,0,0,0,0,70105030,-31,-68
San Juan,Sarmiento,Divisadero,413,0,0,0,0,0,1,1,0,1,70105040,-32,-68
San Juan,Sarmiento,Guanacache,200,0,0,0,0,0,1,0,0,1,70105050,-32,-68
San Juan,Sarmiento,Las Lagunas,298,0,0,0,0,1,0,0,1,1,70105060,-32,-68
San Juan,Sarmiento,Los Berros,3783,0,0,0,1,0,1,1,1,1,70105070,-31,-68
San Juan,Sarmiento,Pedernal,537,0,0,0,0,0,1,0,0,1,70105080,-31,-68
San Juan,Sarmiento,Punta Del Médano,576,0,0,0,0,0,1,1,0,1,70105090,-31,-68
San Juan,Sarmiento,Villa Media Agua,7983,0,0,0,1,0,1,1,1,1,70105100,-31,-68
San Juan,Ullum,Villa Ibáñez,4421,0,0,1,0,0,1,1,1,1,70112010,-31,-68
San Juan,Valle Fértil,Astica,740,0,0,0,0,0,1,1,1,1,70119010,-30,-67
San Juan,Valle Fértil,Balde Del Rosario,93,0,0,0,0,0,0,1,0,0,70119020,-30,-67
San Juan,Valle Fértil,Chucuma,123,0,0,0,0,0,0,0,1,0,70119030,-31,-67
San Juan,Jáchal,Gran China,484,0,0,0,0,0,1,0,0,0,70056020,-30,-68
San Juan,Jáchal,Huaco,1454,0,0,0,0,0,1,1,0,0,70056030,-30,-68
San Juan,Jáchal,La Falda,0,0,0,0,0,0,0,0,0,0,70056040,-30,-68
San Juan,Jáchal,Mogna,114,0,0,0,0,0,1,0,0,0,70056040,-30,-68
San Juan,Jáchal,Niquivil,819,0,0,0,0,0,1,1,0,1,70056050,-30,-68
San Juan,Jáchal,Pampa Vieja,740,0,0,0,0,0,1,0,0,0,70056060,-30,-68
San Juan,Jáchal,San Isidro,408,0,0,0,0,0,1,0,0,0,70056070,-30,-68
San Juan,Jáchal,San José De Jáchal,10940,0,0,1,1,1,1,1,1,1,70056080,-30,-68
San Juan,Jáchal,Tamberías,622,0,0,0,0,0,1,1,0,0,70056090,-30,-68
San Juan,Jáchal,Villa Malvinas Argentinas,340,0,0,0,0,0,1,0,0,0,70056100,-30,-68
San Juan,Jáchal,Villa Mercedes,1439,0,0,0,0,1,1,1,0,1,70056110,-30,-68
San Juan,Pocito,Barrio Municipal,973,0,0,0,0,0,0,0,0,0,70070005,-31,-68
San Juan,Pocito,Barrio Ruta 40,231,0,0,0,0,0,1,0,1,1,70070010,-31,-68
San Juan,Pocito,Carpintería,1134,0,0,0,0,0,1,1,0,1,70070020,-31,-68
San Juan,Pocito,La Rinconada,0,0,0,0,0,0,0,0,1,1,70070010,-31,-68
San Juan,Pocito,Las Piedritas,588,0,0,0,0,0,0,0,0,0,70070025,-31,-68
San Juan,Pocito,Quinto Cuartel,1661,0,0,0,0,0,1,1,1,1,70070030,-31,-68
San Juan,Pocito,Villa Aberastain,0,0,0,0,0,0,1,0,1,1,70070010,-31,-68
San Juan,Pocito,Villa Aberastain - La Rinconada,15409,1,0,1,0,1,1,1,0,0,70070040,-31,-68
San Juan,Valle Fértil,Los Baldecitos,53,0,0,0,0,0,0,1,1,1,70119040,-30,-67
San Juan,Valle Fértil,Usno,339,0,0,0,0,0,0,0,0,0,70119050,-30,-67
San Juan,Valle Fértil,Villa San Agustín,4423,0,0,0,1,1,1,1,0,1,70119060,-30,-67
San Juan,Zonda,Villa Basilio Nievas,4539,0,0,0,0,0,1,1,1,1,70133010,-31,-68
San Juan,Zonda,Villa Tacu,0,0,0,0,0,0,0,0,0,0,70133010,-31,-68
San Luis,Ayacucho,Balde De Azcurra,0,0,0,0,0,0,0,0,0,0,74007050,-32,-66
San Luis,Ayacucho,Balde De Los Torres,0,0,0,0,0,0,0,0,0,0,74007070,-32,-66
San Luis,Ayacucho,Balde Del Carmen,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,Balde Retamo,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,Baldecito De La Pampa,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,Candelaria,2729,0,0,0,1,0,1,1,0,1,74007010,-32,-65
San Luis,Ayacucho,Carpinteria,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,El Calden,0,0,0,0,0,0,0,0,0,0,74007070,-31,-65
San Luis,Ayacucho,El Injerto,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,El Rincon,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,El Vinagrillo,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,El Zapallar,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,La Aguada,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,La Avenencia,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,La Botija,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,La Brea,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,La Majada,0,0,0,0,0,0,1,0,0,0,74007010,-32,-66
San Luis,Ayacucho,La Represita,0,0,0,0,0,0,0,0,0,0,74007070,-32,-65
San Luis,Ayacucho,La Salvadora,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,Las Chacras,0,0,0,0,0,0,0,0,0,0,74007010,-32,-66
San Luis,Ayacucho,Las Chimbas,0,0,0,0,0,0,0,0,0,0,74007050,-32,-66
San Luis,Ayacucho,Las Lagunitas,0,0,0,0,0,0,0,0,0,0,74007070,-32,-66
San Luis,Ayacucho,Leandro N. Alem,379,0,0,0,0,0,1,0,0,0,74007030,-32,-65
San Luis,Ayacucho,Lomas Blancas,0,0,0,0,0,0,1,0,0,0,74007010,-32,-66
Santa Fe,Constitución,Bombal,3137,1,1,0,1,0,0,1,1,1,82028040,-33,-61
Santa Fe,Constitución,Cañada Rica,641,0,0,0,0,0,0,1,0,1,82028050,-33,-60
Santa Fe,Constitución,Cepeda,349,0,0,0,0,0,1,0,0,0,82028060,-33,-60
Santa Fe,Constitución,Empalme Villa Constitución,6241,1,0,0,0,0,0,1,0,1,82028070,-33,-60
Santa Fe,Constitución,Firmat,28,0,0,0,0,0,0,0,0,0,82028080,-33,-61
Santa Fe,Constitución,General Gelly,610,1,0,0,0,0,1,0,0,1,82028090,-33,-60
Santa Fe,Constitución,Godoy,1189,0,0,0,0,0,1,1,1,1,82028100,-33,-60
Santa Fe,Constitución,Juan B. Molina,1265,1,0,0,0,0,1,1,1,1,82028110,-33,-60
Santa Fe,Constitución,Juncal,941,1,0,0,1,0,1,1,0,0,82028120,-33,-61
Santa Fe,Constitución,La Vanguardia,385,0,0,0,1,0,0,1,0,0,82028130,-33,-60
Santa Fe,Constitución,Máximo Paz (Est. Paz),3441,1,1,0,0,0,1,1,1,1,82028140,-33,-60
Santa Fe,Constitución,Pavón,876,1,0,0,0,0,0,1,1,1,82028150,-33,-60
Santa Fe,Constitución,Pavón Arriba,1834,0,1,0,1,0,1,1,1,1,82028160,-33,-60
Santa Fe,Constitución,Peyrano,2517,0,1,0,0,0,0,1,0,1,82028170,-33,-60
Santa Fe,Constitución,Rueda,471,0,0,0,0,0,1,1,0,0,82028180,-33,-60
Santa Fe,Constitución,Santa Teresa,3039,1,1,0,1,0,1,1,1,1,82028190,-33,-60
Santa Fe,Constitución,Sargento Cabral,1007,0,0,0,1,0,1,1,0,1,82028200,-33,-60
