Provincia,Partido,Localidad,Población,Adsl,Cablemódem,Dial Up,Fibra Óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud
Buenos Aires,9 De Julio,Alfredo Demarchi (Est. Facundo Quiroga),1853,1,0,0,0,0,0,1,1,1,6588010,-35,-61
Buenos Aires,9 De Julio,Carlos María Naón,497,0,0,0,0,0,0,1,1,1,6588020,-35,-60
Buenos Aires,9 De Julio,Dudignac,2670,0,0,1,0,0,1,1,1,1,6588040,-35,-60
Buenos Aires,9 De Julio,La Aurora (Est. La Niña),531,0,0,0,0,0,0,0,0,1,6588050,-35,-61
Buenos Aires,9 De Julio,Manuel B. Gonnet (Est. French),748,1,0,0,1,0,0,1,1,1,6588060,-35,-60
Buenos Aires,9 De Julio,Marcelino Ugarte (Est. Dennehy),76,0,0,0,0,0,0,1,0,1,6588070,-35,-60
Buenos Aires,9 De Julio,Morea,347,0,0,0,0,0,1,1,0,0,6588080,-35,-60
Buenos Aires,9 De Julio,Norumbega,57,0,0,0,0,0,0,1,0,0,6588090,-35,-60
Buenos Aires,9 De Julio,Patricios,745,1,0,0,0,0,1,1,1,0,6588110,-35,-60
Buenos Aires,9 De Julio,Villa General Fournier (Est. 9 De Julio Sud),566,0,0,0,1,0,1,1,1,1,6588120,-35,-60
Buenos Aires,Adolfo Alsina,Carhué,9660,1,0,1,1,0,1,1,1,1,6007010,-37,-62
Buenos Aires,Adolfo Alsina,Colonia San Miguel Arcángel,563,0,0,0,1,0,0,1,0,1,6007020,-37,-63
Buenos Aires,Adolfo Alsina,Delfín Huergo,14,0,0,0,0,0,0,0,0,0,6007030,-37,-63
Buenos Aires,Adolfo Alsina,Espartillar,21,0,0,0,0,0,0,0,0,1,6007040,-37,-62
Buenos Aires,Azul,Ariel,16,0,0,0,0,0,0,0,0,1,6049010,-36,-59
Buenos Aires,Azul,Azul,55728,1,1,1,1,1,1,1,1,1,6049020,-36,-59
Buenos Aires,Azul,Cacharí,2960,0,0,1,0,0,1,1,1,1,6049030,-36,-59
Buenos Aires,Azul,Chillar,3083,0,0,0,0,1,1,1,1,1,6049040,-37,-59
Buenos Aires,Bahía Blanca,Bahía Blanca,291327,1,1,1,1,1,1,1,1,1,6056010,-38,-62
Buenos Aires,Bahía Blanca,Cabildo,2046,0,1,1,1,0,1,1,1,1,6056020,-38,-61
Buenos Aires,Bahía Blanca,General Daniel Cerri (Est. General Cerri),6745,1,1,1,1,0,1,1,1,1,6056030,-38,-62
Buenos Aires,Bahía Blanca,Grunbein,0,0,0,0,0,0,0,0,1,1,6056020,-38,-62
Buenos Aires,Bahía Blanca,Ingeniero White,0,0,0,0,1,1,0,0,1,1,6056020,-38,-62
Buenos Aires,General Pueyrredón,Chapadmalal,4112,1,0,0,1,1,1,1,1,1,6357080,-38,-57
Buenos Aires,General Pueyrredón,El Marquesado,196,0,0,0,0,0,1,1,0,0,6357090,-38,-57
Buenos Aires,General Pueyrredón,Estacion Camet,0,0,0,0,0,0,0,0,1,1,6357090,-37,-57
Buenos Aires,General Pueyrredón,Estación Chapadmalal,1633,1,0,0,1,0,1,0,1,1,6357100,-38,-57
Buenos Aires,General Pueyrredón,Mar Del Plata,560913,1,1,1,1,1,1,1,1,1,6357110,-38,-57
Buenos Aires,General Pueyrredón,Punta Mogotes,0,0,0,0,0,0,0,0,1,1,6351020,-38,-57
Buenos Aires,General Pueyrredón,Sierra De Los Padres,4249,1,0,0,1,0,1,1,1,1,6357120,-37,-57
Buenos Aires,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,0,0,0,1,0,0,0,1,1,6364030,-34,-58
Buenos Aires,General Rodríguez,Country Club Bosque Real - Barrio Morabo,0,0,0,0,0,0,0,0,1,1,6364030,-34,-58
Buenos Aires,Pellegrini,Pellegrini,5115,1,1,1,0,1,1,1,1,1,6616030,-36,-63
Buenos Aires,Pergamino,Acevedo,1499,1,1,0,0,0,1,1,1,1,6623010,-33,-60
Buenos Aires,Pergamino,Fontezuela,365,1,0,0,1,0,1,1,0,0,6623020,-33,-60
Buenos Aires,Pergamino,Guerrico,774,0,1,0,0,1,1,0,1,1,6623030,-33,-60
Buenos Aires,Pergamino,Juan A. De La Peña,211,0,0,0,0,0,1,0,0,0,6623040,-33,-60
Buenos Aires,Pergamino,Juan Anchorena (Est. Urquiza),976,1,0,0,1,0,1,1,1,1,6623050,-33,-60
Buenos Aires,Pergamino,La Violeta,1041,1,0,0,0,0,0,1,1,1,6623060,-33,-60
Buenos Aires,Pergamino,Manuel Ocampo,1078,0,0,0,1,0,1,1,1,1,6623070,-33,-60
Buenos Aires,Pergamino,Mariano Benítez,168,0,0,0,0,0,0,1,0,0,6623080,-33,-60
Buenos Aires,Pergamino,Mariano H. Alfonzo (Est. San Patricio),993,0,0,0,0,1,0,0,1,1,6623090,-33,-60
Buenos Aires,Pergamino,Pergamino,91399,1,1,1,1,1,1,1,1,1,6623100,-33,-60
Buenos Aires,Pergamino,Pinzón,393,0,0,0,0,0,1,0,0,0,6623110,-33,-60
Mendoza,Lavalle,El Paramillo,90,0,0,0,0,0,0,0,0,0,50056090,-32,-68
Caba,Comuna 12,Villa Pueyrredon,39654,1,1,1,1,1,1,1,1,1,2000010,-34,-58
Catamarca,Ambato,Los Varela,443,0,0,0,0,1,0,0,0,1,10007110,-27,-65
Catamarca,Ambato,Singuil,295,0,0,0,0,0,0,0,0,1,10007120,-27,-65
Catamarca,Ancasti,Ancasti,361,0,0,0,0,1,0,1,0,1,10014010,-28,-65
Catamarca,Ancasti,Anquincila,202,0,0,0,0,0,0,0,0,0,10014020,-28,-65
Catamarca,Ancasti,La Candelaria,77,0,0,0,0,0,0,0,0,0,10014030,-28,-65
Catamarca,Ancasti,La Majada,154,0,0,0,0,0,0,0,0,0,10014040,-29,-65
Catamarca,Andalgalá,Aconquija,0,0,0,0,0,1,0,0,1,1,10021010,-27,-66
Catamarca,Andalgalá,Alto De Las Juntas,0,0,0,0,0,0,0,0,0,0,10021010,-27,-66
Catamarca,Andalgalá,Amanao,29,0,0,0,0,0,0,1,1,0,10021010,-27,-66
Catamarca,Andalgalá,Andalgalá,12600,1,0,0,1,1,1,1,1,1,10021020,-27,-66
Catamarca,Andalgalá,Buena Vista,0,0,0,0,0,0,0,0,0,0,10021010,-27,-66
Catamarca,Andalgalá,Chaquiago,1096,0,0,0,1,1,1,0,0,0,10021030,-27,-66
Catamarca,Andalgalá,Choya,403,0,0,0,0,0,0,0,0,0,10021040,-27,-66
Catamarca,Andalgalá,El Alamito,734,0,0,0,0,0,1,0,0,0,10021050,-27,-66
Catamarca,Andalgalá,El Lindero,741,0,0,0,0,0,0,1,0,0,10021060,-27,-66
Catamarca,Andalgalá,El Potrero,184,0,0,0,1,0,0,1,0,0,10021070,-27,-66
Catamarca,Andalgalá,La Aguada,378,0,0,0,1,0,1,0,0,0,10021080,-27,-66
Catamarca,Andalgalá,La Mesada,0,0,0,0,1,0,0,0,0,0,10021010,-27,-66
Catamarca,Antofagasta De La Sierra,Antofagasta De La Sierra,730,0,0,0,0,1,0,1,0,1,10028010,-26,-67
Catamarca,Antofagasta De La Sierra,Antofalla,45,0,0,0,0,0,0,0,0,0,10028020,-25,-67
Catamarca,Antofagasta De La Sierra,El Peñón,263,0,0,0,0,0,0,1,0,0,10028030,-26,-67
Catamarca,Antofagasta De La Sierra,Los Nacimientos,43,0,0,0,0,0,0,0,0,0,10028040,-25,-67
Catamarca,Belén,Barranca Larga,330,0,0,0,0,0,0,1,0,0,10035010,-26,-66
Catamarca,Belén,Belén,12256,0,0,0,0,1,1,1,1,1,10035020,-27,-67
Catamarca,Belén,Cóndor Huasi,254,0,0,0,0,0,0,0,0,0,10035030,-27,-67
Catamarca,Belén,Corral Quemado,1204,0,0,0,0,0,0,1,0,0,10035040,-27,-66
Catamarca,Belén,El Durazno,378,0,0,0,0,1,0,0,0,0,10035050,-27,-67
Catamarca,Belén,Farallón Negro,1463,0,0,0,0,0,0,1,0,1,10035060,-27,-66
Catamarca,Belén,Hualfín,987,0,0,0,0,1,0,1,0,1,10035070,-27,-66
Catamarca,Belén,Jacipunco,361,0,0,0,0,0,0,1,0,0,10035080,-27,-67
Cordoba,San Javier,Villa De Las Rosas,3103,0,0,0,0,0,1,0,1,1,14133190,-31,-65
Cordoba,San Javier,Villa Dolores,29854,1,1,0,1,0,1,1,1,1,14133200,-31,-65
Cordoba,San Javier,Villa La Viña,34,0,0,0,0,0,1,0,0,0,14133210,-31,-65
Cordoba,San Justo,Alicia,3305,0,1,0,1,1,0,1,1,1,14140010,-31,-62
Cordoba,San Justo,Altos De Chipión,1718,0,0,0,1,1,0,1,1,1,14140020,-30,-62
Cordoba,San Justo,Arroyito,22147,1,1,0,1,1,1,1,1,1,14140030,-31,-63
Cordoba,San Justo,Balnearia,6105,0,0,0,0,0,0,1,1,1,14140040,-31,-62
Cordoba,San Justo,Brinkmann,9890,1,0,0,1,0,0,1,1,1,14140050,-30,-62
Cordoba,San Justo,Colonia 10 De Julio,73,0,0,0,0,0,0,0,0,0,14140070,-30,-62
Cordoba,San Justo,Colonia Anita,8,0,0,0,0,0,1,0,0,0,14140060,-31,-62
Cordoba,San Justo,Colonia Iturraspe,6,0,0,0,0,0,0,0,0,0,14140215,-31,-62
Cordoba,San Justo,Colonia Las Pichanas,117,0,0,0,0,0,1,0,0,0,14140080,-31,-62
Entre Rios,Uruguay,Caseros,1948,1,0,0,1,0,1,1,1,1,30098020,-32,-58
Entre Rios,Uruguay,Colonia Elía,741,0,0,0,1,0,1,1,0,1,30098030,-32,-58
Entre Rios,Uruguay,Concepción Del Uruguay,72528,1,1,1,1,0,1,1,1,1,30098040,-32,-58
Entre Rios,Uruguay,Estancia San Pedro,0,0,0,0,0,0,1,0,0,0,30098030,-32,-58
Entre Rios,Uruguay,Herrera,1251,1,0,0,0,0,1,1,0,1,30098060,-32,-58
Entre Rios,Uruguay,Las Moscas,383,0,0,0,1,0,1,1,0,1,30098070,-32,-58
Entre Rios,Uruguay,Líbaros,230,0,0,0,0,0,1,1,0,0,30098080,-32,-58
Entre Rios,Uruguay,Pronunciamiento,976,0,0,0,0,0,1,1,1,1,30098100,-32,-58
Entre Rios,Uruguay,Rocamora,281,0,0,0,0,0,1,1,0,0,30098110,-32,-58
Entre Rios,Uruguay,Santa Anita,1187,0,0,0,1,0,1,1,0,1,30098120,-32,-58
Entre Rios,Uruguay,Villa Mantero,1427,1,0,0,1,1,1,1,1,1,30098130,-32,-58
Entre Rios,Uruguay,Villa San Justo,1337,0,0,0,1,0,1,1,1,1,30098140,-32,-58
Entre Rios,Uruguay,Villa San Marcial (Est. Gobernador Urquiza),639,0,0,0,0,0,1,1,1,1,30098150,-32,-58
Entre Rios,Victoria,Antelo,211,0,0,0,0,0,0,0,0,0,30105010,-32,-60
Mendoza,Lavalle,El Vergel,362,0,0,0,0,0,1,0,0,0,50056100,-32,-68
Mendoza,Lavalle,Ingeniero Gustavo André,288,0,0,0,0,0,1,0,0,0,50056110,-32,-68
Mendoza,Lavalle,Jocolí,684,0,0,0,0,0,1,0,0,0,50056120,-32,-68
Mendoza,Lavalle,Jocolí Viejo,422,0,0,0,0,0,1,0,0,0,50056130,-32,-68
Mendoza,Lavalle,Las Violetas,87,0,0,0,0,0,0,0,0,0,50056140,-32,-68
Mendoza,Lavalle,Villa Tulumaya,7870,0,0,0,1,0,1,0,1,1,50056160,-32,-68
Mendoza,Luján De Cuyo,Agrelo,2147,1,0,0,1,0,1,1,1,1,50063010,-33,-68
Mendoza,Luján De Cuyo,Barrio Adina I Y Ii,0,0,0,0,0,0,0,0,1,1,50063060,-33,-68
Mendoza,Luján De Cuyo,Barrio Perdriel Iv,371,0,0,0,1,0,1,0,0,1,50063020,-33,-68
Mendoza,Luján De Cuyo,Cacheuta,636,1,0,0,0,0,1,1,1,1,50063030,-33,-69
Mendoza,Luján De Cuyo,Carrodilla,0,0,0,0,1,0,1,0,1,1,50063060,-32,-68
Mendoza,Luján De Cuyo,Chacras De Coria,0,0,0,0,1,0,1,0,1,1,50063060,-32,-68
Mendoza,Luján De Cuyo,Costa Flores,297,0,0,0,1,0,1,0,1,1,50063040,-33,-68
Mendoza,Luján De Cuyo,El Carmelo,0,0,0,0,0,0,0,0,0,0,50063050,-32,-69
Mendoza,Luján De Cuyo,El Carrizal,344,0,0,0,0,0,1,0,0,1,50063050,-33,-68
Mendoza,Luján De Cuyo,El Salto,297,0,0,0,0,0,1,1,0,0,50063060,-32,-69
Mendoza,Luján De Cuyo,La Puntilla,0,0,0,0,1,0,1,0,0,0,50063060,-32,-68
Mendoza,Rivadavia,Rivadavia,31038,1,0,1,1,1,1,1,1,1,50084140,-33,-68
Mendoza,Rivadavia,Santa María De Oro,609,0,0,0,0,0,1,0,0,0,50084150,-33,-68
Mendoza,San Carlos,Barrio Carrasco,135,0,0,0,0,0,0,0,0,0,50091005,-33,-69
Mendoza,San Carlos,Barrio El Cepillo,109,0,0,0,0,0,1,0,0,0,50091010,-33,-69
Mendoza,San Carlos,Chilecito,1033,0,0,0,0,0,1,0,1,1,50091020,-33,-69
Mendoza,San Carlos,Eugenio Bustos,5591,1,0,0,0,0,1,1,1,1,50091030,-33,-69
Mendoza,San Carlos,La Consulta,8241,1,0,0,0,1,1,1,1,1,50091040,-33,-69
Mendoza,San Carlos,Pareditas,1021,0,0,0,1,0,1,1,1,1,50091050,-33,-69
Mendoza,San Carlos,San Carlos,3886,0,1,0,0,0,1,0,1,1,50091060,-33,-69
Mendoza,San Martín,Alto Salvador,0,0,0,0,1,0,1,1,0,0,50098090,-33,-68
Mendoza,San Martín,Alto Verde,1627,0,0,0,1,0,1,0,0,0,50098020,-33,-68
Mendoza,San Martín,Barrio Chivilcoy,403,0,0,0,0,0,0,0,0,0,50098030,-33,-68
Mendoza,San Martín,Barrio Emanuel,75,0,0,0,0,0,0,0,0,0,50098040,-32,-68
Mendoza,San Martín,Barrio La Estación,111,0,0,0,0,0,0,0,0,0,50098045,-33,-68
Mendoza,San Martín,Barrio Los Charabones,227,0,0,0,0,0,0,0,0,0,50098050,-32,-68
Mendoza,San Martín,Barrio Ntra. Sra. De Fátima,203,0,0,0,0,0,0,0,1,0,50098055,-33,-68
Mendoza,San Martín,Chapanay,1486,0,0,1,1,0,1,1,1,1,50098060,-32,-68
Mendoza,San Martín,Chivilcoy,550,0,0,0,0,0,0,0,0,0,50098070,-33,-68
Mendoza,San Martín,El Espino,376,0,0,0,0,0,1,0,0,0,50098073,-33,-68
Salta,La Caldera,La Caldera,2186,0,0,0,1,1,1,1,1,1,66077010,-24,-65
Salta,La Caldera,Vaqueros,4575,1,0,0,1,0,1,1,1,1,66077020,-24,-65
Salta,La Candelaria,El Jardín,1221,0,0,0,1,1,0,1,0,1,66084010,-26,-65
Salta,La Candelaria,El Tala,2632,0,0,0,1,1,1,1,1,1,66084020,-26,-65
Salta,La Candelaria,La Candelaria,649,0,0,0,1,0,0,1,0,1,66084030,-26,-65
Salta,La Poma,Cobres,143,0,0,0,0,0,0,0,0,0,66091010,-23,-66
Salta,La Poma,La Poma,614,0,0,0,1,0,1,0,0,0,66091020,-24,-66
Salta,La Viña,Ampascachi,118,0,0,0,0,0,1,0,0,0,66098010,-25,-65
Salta,La Viña,Cabra Corral,27,0,0,0,0,0,1,0,0,1,66098020,-25,-65
Salta,La Viña,Coronel Moldes,4116,1,0,0,0,1,1,1,1,1,66098030,-25,-65
Salta,La Viña,La Viña,1825,0,0,0,1,1,1,1,0,1,66098040,-25,-65
Salta,La Viña,Talapampa,341,0,0,0,0,0,1,0,0,0,66098050,-25,-65
Salta,Los Andes,Olacapato,218,0,0,0,1,1,1,1,0,0,66105010,-24,-66
Salta,Los Andes,San Antonio De Los Cobres,4763,0,0,0,1,1,1,1,0,1,66105020,-24,-66
Salta,Los Andes,Santa Rosa De Los Pastos Grandes,168,0,0,0,1,1,1,0,0,0,66105030,-24,-66
Salta,Los Andes,Tolar Grande,230,0,0,0,1,1,1,1,0,1,66105040,-24,-67
Salta,Metán,El Galpón,5675,1,0,0,1,1,0,1,1,1,66112010,-25,-64
Salta,Metán,El Tunal,0,0,0,0,1,1,0,0,0,1,66112020,-25,-64
Salta,Metán,Lumbreras,297,0,0,0,1,0,0,0,0,0,66112030,-25,-64
Salta,Metán,Metán Viejo,377,0,0,0,1,1,0,0,0,1,66112050,-25,-64
Salta,Metán,Presa El Tunal,518,0,0,0,0,0,0,0,0,0,66112020,-25,-64
Salta,Metán,Río Piedras,1420,1,0,0,1,1,0,1,1,1,66112070,-25,-64
Salta,Metán,San José De Metán,28295,1,0,0,1,1,0,1,1,1,66112040,-25,-64
Salta,Metán,San José De Orquera,155,0,0,0,1,0,0,0,0,0,66112080,-25,-64
Salta,Molinos,La Puerta,386,0,0,0,0,0,0,1,0,0,66119010,-25,-66
Salta,Molinos,Molinos,1183,1,0,0,1,0,1,1,0,1,66119020,-25,-66
Salta,Molinos,Seclantás,560,0,0,0,1,1,1,1,0,1,66119030,-25,-66
Salta,Orán,Aguas Blancas,2395,0,0,0,0,1,1,1,0,1,66126010,-22,-64
Salta,Orán,Colonia Santa Rosa,15562,0,1,0,0,1,1,1,1,1,66126020,-23,-64
Salta,Orán,El Tabacal,1143,0,0,0,1,0,0,1,0,1,66126030,-23,-64
Santa Cruz,Deseado,Las Heras,17821,0,0,0,1,1,1,0,1,1,78014060,-46,-68
Santa Cruz,Deseado,Pico Truncado,20889,0,0,0,1,1,1,0,1,1,78014070,-46,-67
Santa Cruz,Deseado,Puerto Deseado,14183,1,0,1,0,1,0,1,1,1,78014080,-47,-65
Santa Cruz,Deseado,Tellier,58,0,0,0,0,1,0,0,0,0,78014090,-47,-66
Santa Cruz,Güer Aike,28 De Noviembre,6145,0,0,0,1,1,1,1,1,1,78021060,-51,-72
Santa Cruz,Güer Aike,El Turbio (Est. Gobernador Mayer),55,0,0,0,0,1,0,0,0,0,78021010,-51,-72
Santa Cruz,Güer Aike,Julia Dufour,293,0,0,0,0,0,0,0,0,1,78021020,-51,-72
Santa Cruz,Güer Aike,Mina 3,27,0,0,0,0,1,0,0,1,0,78021030,-51,-72
Santa Cruz,Güer Aike,Río Gallegos,95796,0,1,1,1,1,0,1,1,1,78021040,-51,-69
Santa Cruz,Güer Aike,Rospentek,677,0,0,0,0,0,0,1,0,0,78021050,-51,-72
Santa Cruz,Güer Aike,Yacimientos Río Turbio,8814,0,0,0,0,1,0,1,1,1,78021070,-51,-72
Santa Cruz,Lago Argentino,El Calafate,16655,1,0,0,1,1,1,1,1,1,78028010,-50,-72
Santa Fe,Las Colonias,Nuevo Torino,425,1,0,0,0,0,1,0,0,1,82070160,-31,-61
Santa Fe,Las Colonias,Pilar,4705,1,0,0,1,0,1,1,1,1,82070170,-31,-61
Santa Fe,Las Colonias,Plaza Matilde,29,0,0,0,0,0,0,0,0,0,82070180,-31,-61
Santa Fe,Las Colonias,Progreso,2118,0,0,0,0,0,1,1,1,1,82070190,-31,-60
Santa Fe,Las Colonias,Providencia,663,0,0,0,0,0,1,1,0,1,82070200,-30,-61
Santa Fe,Las Colonias,Sa Pereyra,1533,1,0,0,0,0,1,1,0,0,82070210,-31,-61
Santa Fe,Las Colonias,San Agustín,630,0,0,0,0,0,1,1,1,1,82070220,-31,-60
Santa Fe,Las Colonias,San Carlos Centro,10717,1,1,0,1,0,1,1,1,1,82070230,-31,-61
Santa Fe,Las Colonias,San Carlos Norte,812,0,1,0,1,0,1,1,0,1,82070240,-31,-61
Santa Fe,Las Colonias,San Carlos Sud,1927,1,1,0,1,0,1,1,1,1,82070250,-31,-61
Santa Fe,Las Colonias,San Jerónimo Del Sauce,742,0,0,0,1,0,1,1,1,1,82070260,-31,-61
Santa Fe,Las Colonias,San Jerónimo Norte,5962,1,0,0,1,0,1,1,1,1,82070270,-31,-61
Santa Fe,Las Colonias,San Mariano,218,0,0,0,0,0,0,1,0,0,82070280,-31,-61
Cordoba,San Justo,Devoto,6057,1,0,0,1,0,0,1,1,1,14140160,-31,-62
Cordoba,San Justo,El Arañado,1746,0,1,0,0,1,1,1,1,1,14140170,-31,-62
Cordoba,San Justo,El Fortín,1648,0,1,0,0,0,1,1,1,1,14140180,-31,-62
Cordoba,San Justo,El Fuertecito,297,0,0,0,0,0,1,1,0,1,14140190,-31,-62
Cordoba,San Justo,El Tío,1903,1,1,0,1,0,0,1,1,1,14140200,-31,-62
Cordoba,San Justo,Estación Luxardo,105,0,0,0,0,0,1,0,1,1,14140210,-31,-62
Cordoba,San Justo,Freyre,6620,1,1,0,1,0,1,1,1,1,14140220,-31,-62
Cordoba,San Justo,La Francia,3720,1,0,0,1,0,1,1,1,1,14140230,-31,-62
Cordoba,San Justo,La Paquita,947,1,0,0,0,0,1,0,0,1,14140240,-30,-62
Cordoba,San Justo,La Tordilla,1257,1,0,0,0,0,1,1,1,1,14140250,-31,-63
Cordoba,San Justo,Las Varas,1320,0,0,0,1,0,0,1,1,1,14140260,-31,-62
Mendoza,Luján De Cuyo,Las Carditas,0,0,0,0,0,0,0,0,0,0,50063050,-32,-69
Mendoza,Luján De Cuyo,Las Compuertas,827,1,0,1,0,0,1,1,0,1,50063070,-33,-68
Mendoza,Luján De Cuyo,Las Vegas,450,0,0,0,0,0,1,1,0,0,50063080,-33,-69
Mendoza,Luján De Cuyo,Los Manantiales,0,0,0,0,0,0,0,0,1,1,50063050,-32,-69
Mendoza,Luján De Cuyo,Luján De Cuyo,82615,1,1,1,1,0,1,1,1,1,50063090,-33,-68
Mendoza,Luján De Cuyo,Mayor Drummond,0,0,0,0,1,0,1,0,1,1,50063060,-33,-68
Mendoza,Luján De Cuyo,Perdriel,8531,1,0,1,1,0,1,1,1,0,50063100,-33,-68
Mendoza,Luján De Cuyo,Piedras Blancas,0,0,0,0,0,0,0,0,0,0,50063050,-33,-69
Mendoza,Luján De Cuyo,Potrerillos,292,0,0,0,1,1,1,1,1,1,50063110,-32,-69
Mendoza,Luján De Cuyo,Ugarteche,4561,0,0,0,1,0,1,1,1,1,50063120,-33,-68
Mendoza,Luján De Cuyo,Valle Del Sol,0,0,0,0,0,0,0,0,0,0,50063050,-33,-69
Mendoza,Luján De Cuyo,Villa El Refugio,0,0,0,0,0,0,0,0,0,0,50063050,-32,-69
Mendoza,Luján De Cuyo,Vistalba,0,0,0,0,1,0,1,0,1,1,50063060,-33,-68
Mendoza,Maipú,Barrancas,194,0,0,0,0,0,1,1,1,1,50070010,-33,-68
Mendoza,Maipú,Barrio Jesús De Nazaret,399,0,0,0,0,0,1,0,0,0,50070020,-33,-68
Buenos Aires,Adolfo Alsina,Esteban Agustín Gascón,104,0,0,0,1,0,0,1,0,0,6007050,-37,-63
Buenos Aires,Adolfo Alsina,La Pala,27,0,0,0,0,0,0,0,0,0,6007060,-36,-63
Buenos Aires,Adolfo Alsina,Maza,1748,0,0,0,1,1,1,1,1,1,6007070,-36,-63
Buenos Aires,Adolfo Alsina,Rivera,3217,0,0,0,1,0,0,1,0,1,6007080,-37,-63
Buenos Aires,Adolfo Alsina,Thames,0,0,0,0,0,0,0,0,0,0,6007010,-36,-63
Buenos Aires,Adolfo Alsina,Villa Margarita,0,0,0,0,0,0,0,0,0,0,6007100,-37,-63
Buenos Aires,Adolfo Alsina,Yutuyaco,16,0,0,0,0,0,0,0,0,0,6007110,-36,-63
Buenos Aires,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves (Est. Chaves),9066,1,0,1,1,0,1,1,1,1,6014010,-38,-60
Buenos Aires,Adolfo Gonzales Chaves,De La Garma,1625,0,0,0,1,0,1,1,1,1,6014020,-37,-60
Buenos Aires,Adolfo Gonzales Chaves,Juan E. Barra,212,0,0,0,0,0,1,1,0,0,6014030,-37,-60
Buenos Aires,Adolfo Gonzales Chaves,Vásquez,43,0,0,0,0,0,1,1,1,1,6014040,-38,-60
Buenos Aires,Alberti,Alberti (Est. Andrés Vaccarezza),8260,1,0,1,1,0,1,1,1,1,6021010,-35,-60
Buenos Aires,Alberti,Coronel Seguí,146,0,0,0,0,0,0,0,0,0,6021020,-34,-60
Buenos Aires,Alberti,Mechita,412,1,0,0,0,0,0,0,1,1,6021030,-35,-60
Buenos Aires,Alberti,Pla,192,0,0,0,0,0,0,1,0,0,6021040,-35,-60
Buenos Aires,Alberti,Villa Grisolía (Est. Achupallas),112,0,0,0,0,0,0,0,1,1,6021050,-35,-60
Buenos Aires,Alberti,Villa María,24,0,0,0,0,0,0,0,0,0,6021060,-34,-60
Buenos Aires,Cañuelas,Barrio Belgrano-Máximo Paz,7165,0,0,0,0,0,1,0,1,1,6134030,-34,-58
Buenos Aires,Cañuelas,Barrio El Taladro,155,0,0,0,1,0,0,0,0,1,6134020,-35,-58
Buenos Aires,Cañuelas,Cañuelas,29974,1,1,1,1,1,1,1,1,1,6134030,-35,-58
Buenos Aires,Cañuelas,Gobernador Udaondo,330,0,0,0,1,0,1,0,0,1,6134040,-35,-58
Buenos Aires,Cañuelas,Máximo Paz,7165,0,1,0,1,0,1,0,0,0,6134050,-34,-58
Buenos Aires,Cañuelas,Santa Rosa,5297,0,0,0,0,1,1,0,1,1,6134060,-34,-58
Buenos Aires,Cañuelas,Uribelarrea,1282,1,0,0,1,0,1,1,1,1,6134070,-35,-58
Buenos Aires,Cañuelas,Vicente Casares,787,1,0,1,0,0,1,1,1,1,6134080,-34,-58
Buenos Aires,Capitán Sarmiento,Capitán Sarmiento,13088,1,1,0,1,0,1,1,1,1,6140010,-34,-59
Buenos Aires,Capitán Sarmiento,La Luisa,230,0,0,0,0,0,1,0,0,0,6140020,-34,-59
Buenos Aires,Carlos Casares,Bellocq,542,0,0,1,0,0,0,1,0,0,6147010,-35,-61
Buenos Aires,Carlos Casares,Cadret,214,0,0,0,0,0,1,1,0,0,6147020,-35,-61
Buenos Aires,Carmen De Areco,Pueblo Gouin,122,0,0,0,0,0,1,0,0,0,6161020,-34,-59
Buenos Aires,General Rodríguez,General Rodríguez,85315,1,1,1,1,1,1,1,1,1,6364030,-34,-58
Buenos Aires,General San Martín,Barrio Parque General San Martin,421,0,0,1,1,0,1,1,0,1,6371010,-34,-58
Buenos Aires,General San Martín,Billinghurst,19664,1,1,0,1,0,0,1,1,1,6371010,-34,-58
Buenos Aires,General San Martín,Ciudad Del Libertador General San Martin,29180,1,1,0,1,1,1,1,1,1,6371010,-34,-58
Buenos Aires,General San Martín,Ciudad Jardin El Libertador,63479,0,1,0,0,0,0,1,1,1,6371010,-34,-58
Buenos Aires,General San Martín,Va Ma Irene De Los Remedios De Escalada,1265,0,1,0,0,0,0,0,1,1,6371010,-34,-58
Buenos Aires,General San Martín,Villa Ayacucho,3939,0,1,0,1,0,0,0,1,1,6371010,-34,-58
Buenos Aires,General San Martín,Villa Ballester,36272,1,1,1,1,0,1,1,1,1,6371010,-34,-58
Mendoza,Malargüe,Bardas Blancas,0,0,0,0,0,0,0,1,0,1,50077010,-35,-69
Buenos Aires,Pergamino,Rancagua,695,1,0,0,1,0,0,1,0,1,6623120,-34,-60
Buenos Aires,Pergamino,Villa Angélica (Est. El Socorro),1144,0,1,0,0,0,0,0,1,1,6623130,-33,-60
Buenos Aires,Pergamino,Villa San José,145,0,0,0,1,0,0,1,0,0,6623140,-34,-60
Buenos Aires,Pila,Casalins,66,0,0,0,0,0,1,0,1,0,6630010,-36,-58
Buenos Aires,Pila,Pila,2502,0,0,1,1,0,1,1,1,1,6630020,-36,-58
Buenos Aires,Pilar,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),0,0,0,0,0,0,0,0,1,1,6638040,-34,-58
Buenos Aires,Pilar,Club De Campo Larena - Los Quinchos,0,0,0,0,0,0,0,0,0,1,6638040,-34,-59
